Department,Department Description,Category,Fund,Expenditure
191,"Recreation, West Region",Fringe Benefits,050 - GENERAL FUND,"$16,314.15"
191,"Recreation, West Region",Materials and Supplies,050 - GENERAL FUND,"$4,322.41"
191,"Recreation, West Region",Contractual Services,050 - GENERAL FUND,"$5,985.49"
191,"Recreation, West Region",Contractual Services,050 - GENERAL FUND,"$72,159.46"
191,"Recreation, West Region",Contractual Services,050 - GENERAL FUND,"$2,293.43"
191,"Recreation, West Region",Payroll,050 - GENERAL FUND,"$10,527.21"
191,"Recreation, West Region",Payroll,050 - GENERAL FUND,"$8,275.14"
191,"Recreation, West Region",Payroll,050 - GENERAL FUND,"$663,033.28"
192,"Recreation, East Region",Fringe Benefits,050 - GENERAL FUND,"$6,171.86"
192,"Recreation, East Region",Fringe Benefits,050 - GENERAL FUND,"$84,949.24"
192,"Recreation, East Region",Materials and Supplies,323 - RECREATION SPECIAL ACTIVITIES,"$4,913.19"
192,"Recreation, East Region",Materials and Supplies,050 - GENERAL FUND,"$3,680.51"
192,"Recreation, East Region",Materials and Supplies,323 - RECREATION SPECIAL ACTIVITIES,"$2,608.70"
192,"Recreation, East Region",Contractual Services,050 - GENERAL FUND,"$4,173.73"
192,"Recreation, East Region",Contractual Services,323 - RECREATION SPECIAL ACTIVITIES,"$3,122.56"
192,"Recreation, East Region",Contractual Services,050 - GENERAL FUND,"$12,191.19"
193,"Recreation, Central Region",Fringe Benefits,323 - RECREATION SPECIAL ACTIVITIES,"$2,313.51"
193,"Recreation, Central Region",Fringe Benefits,050 - GENERAL FUND,"$14,894.84"
193,"Recreation, Central Region",Materials and Supplies,050 - GENERAL FUND,"$5,988.62"
193,"Recreation, Central Region",Materials and Supplies,050 - GENERAL FUND,"$5,568.25"
193,"Recreation, Central Region",Materials and Supplies,050 - GENERAL FUND,"$5,449.29"
193,"Recreation, Central Region",Contractual Services,050 - GENERAL FUND,"$45,152.67"
193,"Recreation, Central Region",Contractual Services,050 - GENERAL FUND,"$14,015.55"
193,"Recreation, Central Region",Payroll,050 - GENERAL FUND,"$8,121.71"
193,"Recreation, Central Region",Payroll,050 - GENERAL FUND,"$5,569.62"
194,"Recreation, Maintenance",Materials and Supplies,050 - GENERAL FUND,"$2,057.12"
194,"Recreation, Maintenance",Materials and Supplies,050 - GENERAL FUND,"$2,083.54"
194,"Recreation, Maintenance",Materials and Supplies,050 - GENERAL FUND,"$3,642.87"
194,"Recreation, Maintenance",Materials and Supplies,050 - GENERAL FUND,"$4,772.71"
194,"Recreation, Maintenance",Materials and Supplies,050 - GENERAL FUND,"$3,050.00"
194,"Recreation, Maintenance",Materials and Supplies,050 - GENERAL FUND,"$15,907.19"
194,"Recreation, Maintenance",Materials and Supplies,050 - GENERAL FUND,"$2,998.81"
195,"Recreation, Golf",Capital,980 - CAPITAL PROJECTS,"$8,838.75"
195,"Recreation, Golf",Payroll,105 - MUNICIPAL GOLF ACTIVITIES,"$8,845.85"
197,"Recreation, Athletics",Fixed Costs,050 - GENERAL FUND,"$11,267.00"
197,"Recreation, Athletics",Materials and Supplies,323 - RECREATION SPECIAL ACTIVITIES,"$7,580.63"
197,"Recreation, Athletics",Materials and Supplies,323 - RECREATION SPECIAL ACTIVITIES,"$5,600.00"
197,"Recreation, Athletics",Payroll,050 - GENERAL FUND,"$5,760.69"
197,"Recreation, Athletics",Payroll,050 - GENERAL FUND,"$6,594.39"
199,"Recreation, Support Services",Capital,980 - CAPITAL PROJECTS,"$7,000.00"
199,"Recreation, Support Services",Capital,980 - CAPITAL PROJECTS,"$272,385.83"
199,"Recreation, Support Services",Capital,980 - CAPITAL PROJECTS,"$5,759.00"
199,"Recreation, Support Services",Capital,050 - GENERAL FUND,"$7,034.45"
199,"Recreation, Support Services",Fringe Benefits,105 - MUNICIPAL GOLF ACTIVITIES,"$13,448.84"
199,"Recreation, Support Services",Fringe Benefits,050 - GENERAL FUND,"$188,613.35"
199,"Recreation, Support Services",Materials and Supplies,323 - RECREATION SPECIAL ACTIVITIES,"$2,011.50"
199,"Recreation, Support Services",Contractual Services,050 - GENERAL FUND,"$4,500.00"
199,"Recreation, Support Services",Payroll,323 - RECREATION SPECIAL ACTIVITIES,"$30,253.21"
199,"Recreation, Support Services",Inventory,207 - RECREATION STORES,"$9,987.63"
201,"Parks, Office of Director",Fringe Benefits,050 - GENERAL FUND,"-$2,510.06"
202,"Parks, Operations and Facility Mgmt",Fringe Benefits,107 - STORMWATER MANAGEMENT,"$192,650.00"
202,"Parks, Operations and Facility Mgmt",Materials and Supplies,050 - GENERAL FUND,"$3,700.00"
202,"Parks, Operations and Facility Mgmt",Materials and Supplies,050 - GENERAL FUND,"$3,804.25"
202,"Parks, Operations and Facility Mgmt",Materials and Supplies,302 - INCOME TAX - INFRASTRUCTURE,"$3,345.00"
202,"Parks, Operations and Facility Mgmt",Materials and Supplies,332 - KROHN CONSERVATORY,"$10,852.80"
202,"Parks, Operations and Facility Mgmt",Materials and Supplies,050 - GENERAL FUND,"$14,907.26"
202,"Parks, Operations and Facility Mgmt",Materials and Supplies,050 - GENERAL FUND,"$2,262.32"
202,"Parks, Operations and Facility Mgmt",Materials and Supplies,050 - GENERAL FUND,"$2,771.68"
202,"Parks, Operations and Facility Mgmt",Contractual Services,050 - GENERAL FUND,"$10,534.00"
202,"Parks, Operations and Facility Mgmt",Contractual Services,792 - FORESTRY,"$295,544.90"
202,"Parks, Operations and Facility Mgmt",Payroll,318 - SAWYER POINT,"-$8,193.00"
202,"Parks, Operations and Facility Mgmt",Payroll,330 - PARK LODGE/PAVILION DEPOSITS,"$47,854.00"
202,"Parks, Operations and Facility Mgmt",Payroll,302 - INCOME TAX - INFRASTRUCTURE,"$6,609.87"
202,"Parks, Operations and Facility Mgmt",Payroll,792 - FORESTRY,"$3,823.35"
202,"Parks, Operations and Facility Mgmt",Payroll,050 - GENERAL FUND,"$78,503.04"
202,"Parks, Operations and Facility Mgmt",Payroll,302 - INCOME TAX - INFRASTRUCTURE,"$21,339.35"
203,"Parks, Administrative and Program Services",Capital,980 - CAPITAL PROJECTS,"$9,950.85"
203,"Parks, Administrative and Program Services",Capital,980 - CAPITAL PROJECTS,"$3,351.72"
203,"Parks, Administrative and Program Services",Fringe Benefits,326 - PARK DONATIONS AND SPECIAL ACTIVITY,"$18,672.00"
203,"Parks, Administrative and Program Services",Fringe Benefits,050 - GENERAL FUND,"$9,796.35"
203,"Parks, Administrative and Program Services",Materials and Supplies,050 - GENERAL FUND,"$8,969.78"
203,"Parks, Administrative and Program Services",Contractual Services,050 - GENERAL FUND,"$11,005.88"
203,"Parks, Administrative and Program Services",Contractual Services,050 - GENERAL FUND,"$5,985.00"
203,"Parks, Administrative and Program Services",Contractual Services,050 - GENERAL FUND,"$2,908.96"
203,"Parks, Administrative and Program Services",Contractual Services,050 - GENERAL FUND,"$57,354.64"
203,"Parks, Administrative and Program Services",Contractual Services,050 - GENERAL FUND,"$71,195.76"
203,"Parks, Administrative and Program Services",Contractual Services,050 - GENERAL FUND,"$3,579.53"
203,"Parks, Administrative and Program Services",Payroll,302 - INCOME TAX - INFRASTRUCTURE,"$19,234.97"
222,Department of Police,Debt Service,369 - CRIMINAL ACTIVITY FORFEITURE - STATE,"$5,241.83"
222,Department of Police,Debt Service,369 - CRIMINAL ACTIVITY FORFEITURE - STATE,"$262,091.62"
222,Department of Police,Capital,368 - LAW ENFORCEMENT GRANT,"$207,499.53"
222,Department of Police,Capital,980 - CAPITAL PROJECTS,"$2,060.00"
222,Department of Police,Fringe Benefits,050 - GENERAL FUND,"$39,974.59"
222,Department of Police,Fixed Costs,050 - GENERAL FUND,"$75,614.98"
222,Department of Police,Fixed Costs,050 - GENERAL FUND,"$2,542.69"
222,Department of Police,Fixed Costs,050 - GENERAL FUND,"$4,475.00"
222,Department of Police,Materials and Supplies,369 - CRIMINAL ACTIVITY FORFEITURE - STATE,"$48,460.80"
222,Department of Police,Materials and Supplies,050 - GENERAL FUND,"$4,232.86"
222,Department of Police,Materials and Supplies,370 - DRUG OFFENDER FINES,"$12,490.00"
222,Department of Police,Contractual Services,369 - CRIMINAL ACTIVITY FORFEITURE - STATE,"$9,000.00"
222,Department of Police,Contractual Services,369 - CRIMINAL ACTIVITY FORFEITURE - STATE,"$7,060.00"
222,Department of Police,Contractual Services,050 - GENERAL FUND,"$4,600.00"
222,Department of Police,Contractual Services,368 - LAW ENFORCEMENT GRANT,"$2,900.00"
222,Department of Police,Contractual Services,050 - GENERAL FUND,"$38,000.00"
222,Department of Police,Contractual Services,050 - GENERAL FUND,"$47,547.00"
222,Department of Police,Contractual Services,050 - GENERAL FUND,"$81,353.75"
222,Department of Police,Contractual Services,050 - GENERAL FUND,"$27,540.31"
222,Department of Police,Contractual Services,367 - CRIMINAL ACTIVITY FORFEITURE - FEDERAL,"$24,735.00"
222,Department of Police,Contractual Services,367 - CRIMINAL ACTIVITY FORFEITURE - FEDERAL,"$25,455.51"
222,Department of Police,Contractual Services,050 - GENERAL FUND,"$253,410.18"
222,Department of Police,Payables,618 - TOWING CHARGES - PRIVATE OPERATORS,"$25,635.00"
231,Transportation and Engineering Director,Fringe Benefits,302 - INCOME TAX - INFRASTRUCTURE,"$45,387.96"
231,Transportation and Engineering Director,Materials and Supplies,302 - INCOME TAX - INFRASTRUCTURE,"$10,308.36"
232,"Transportation and Engineering, Planning",Capital,980 - CAPITAL PROJECTS,"$21,164.25"
232,"Transportation and Engineering, Planning",Capital,980 - CAPITAL PROJECTS,"$2,671,377.33"
232,"Transportation and Engineering, Planning",Capital,980 - CAPITAL PROJECTS,"$52,418.52"
232,"Transportation and Engineering, Planning",Capital,980 - CAPITAL PROJECTS,"$19,893.29"
232,"Transportation and Engineering, Planning",Fringe Benefits,759 - INCOME TAX - TRANSIT,"-$7,297.70"
232,"Transportation and Engineering, Planning",Contractual Services,759 - INCOME TAX - TRANSIT,"$4,216.13"
232,"Transportation and Engineering, Planning",Payroll,050 - GENERAL FUND,"-$86,808.82"
232,"Transportation and Engineering, Planning",Payroll,050 - GENERAL FUND,"$4,523.79"
233,"Transportation and Engineering, Engineering",Capital,791 - SIDEWALKS,"$7,388.00"
233,"Transportation and Engineering, Engineering",Capital,791 - SIDEWALKS,"$25,591.38"
233,"Transportation and Engineering, Engineering",Capital,980 - CAPITAL PROJECTS,"$55,979.32"
233,"Transportation and Engineering, Engineering",Capital,980 - CAPITAL PROJECTS,"$61,827.37"
233,"Transportation and Engineering, Engineering",Capital,980 - CAPITAL PROJECTS,"$2,400.00"
233,"Transportation and Engineering, Engineering",Capital,980 - CAPITAL PROJECTS,"$7,244.30"
233,"Transportation and Engineering, Engineering",Capital,980 - CAPITAL PROJECTS,"$97,627.76"
233,"Transportation and Engineering, Engineering",Capital,980 - CAPITAL PROJECTS,"$10,244.35"
233,"Transportation and Engineering, Engineering",Capital,980 - CAPITAL PROJECTS,"$386,998.24"
233,"Transportation and Engineering, Engineering",Capital,980 - CAPITAL PROJECTS,"$337,213.98"
233,"Transportation and Engineering, Engineering",Capital,980 - CAPITAL PROJECTS,"$3,380.72"
233,"Transportation and Engineering, Engineering",Capital,980 - CAPITAL PROJECTS,"$4,818.00"
233,"Transportation and Engineering, Engineering",Capital,980 - CAPITAL PROJECTS,"$2,082.00"
233,"Transportation and Engineering, Engineering",Capital,980 - CAPITAL PROJECTS,"$3,878.00"
233,"Transportation and Engineering, Engineering",Capital,980 - CAPITAL PROJECTS,"$48,750.00"
233,"Transportation and Engineering, Engineering",Fringe Benefits,050 - GENERAL FUND,"-$122,048.02"
233,"Transportation and Engineering, Engineering",Fringe Benefits,050 - GENERAL FUND,"$3,522.19"
233,"Transportation and Engineering, Engineering",Fringe Benefits,302 - INCOME TAX - INFRASTRUCTURE,"$31,451.53"
233,"Transportation and Engineering, Engineering",Materials and Supplies,302 - INCOME TAX - INFRASTRUCTURE,"$27,972.58"
233,"Transportation and Engineering, Engineering",Contractual Services,302 - INCOME TAX - INFRASTRUCTURE,"$13,847.45"
233,"Transportation and Engineering, Engineering",Payroll,302 - INCOME TAX - INFRASTRUCTURE,"$2,506.52"
233,"Transportation and Engineering, Engineering",Payroll,050 - GENERAL FUND,"$12,697.34"
234,Division of Aviation,Fixed Costs,104 - LUNKEN AIRPORT,"$9,547.00"
234,Division of Aviation,Contractual Services,104 - LUNKEN AIRPORT,"$7,383.96"
234,Division of Aviation,Payroll,104 - LUNKEN AIRPORT,"$9,240.02"
239,Division of Traffic Engineering,Contractual Services,302 - INCOME TAX - INFRASTRUCTURE,"$6,192.16"
239,Division of Traffic Engineering,Payroll,302 - INCOME TAX - INFRASTRUCTURE,"$30,579.41"
239,Division of Traffic Engineering,Payroll,302 - INCOME TAX - INFRASTRUCTURE,"$49,293.93"
243,Division of Convention Center,Fixed Costs,103 - DUKE ENERGY CONVENTION CENTER,"$61,147.00"
248,Division of Parking Facilities,Capital,980 - CAPITAL PROJECTS,"$4,698.04"
248,Division of Parking Facilities,Fixed Costs,102 - PARKING SYSTEM FACILITIES,"$22,252.24"
248,Division of Parking Facilities,Contractual Services,102 - PARKING SYSTEM FACILITIES,"$5,731.45"
248,Division of Parking Facilities,Contractual Services,102 - PARKING SYSTEM FACILITIES,"$2,791.70"
248,Division of Parking Facilities,Contractual Services,102 - PARKING SYSTEM FACILITIES,"$55,840.00"
248,Division of Parking Facilities,Payroll,102 - PARKING SYSTEM FACILITIES,"-$2,800.03"
251,"Public Services, Director",Fringe Benefits,050 - GENERAL FUND,"$46,700.17"
251,"Public Services, Director",Fringe Benefits,302 - INCOME TAX - INFRASTRUCTURE,"$6,354.65"
251,"Public Services, Director",Payroll,050 - GENERAL FUND,"-$93,451.91"
251,"Public Services, Director",Payroll,050 - GENERAL FUND,"$4,515.50"
252,"Public Services, Traffic and Road Operations",Capital,980 - CAPITAL PROJECTS,"$58,626.41"
252,"Public Services, Traffic and Road Operations",Fringe Benefits,"301 - STREET CONSTRUCTION, MAINTENANCE AND REPAIR","$24,798.63"
252,"Public Services, Traffic and Road Operations",Fringe Benefits,050 - GENERAL FUND,"$29,266.67"
252,"Public Services, Traffic and Road Operations",Materials and Supplies,"301 - STREET CONSTRUCTION, MAINTENANCE AND REPAIR","$3,232.84"
252,"Public Services, Traffic and Road Operations",Materials and Supplies,793 - BOULEVARD LIGHT ENERGY AND MAINTENANCE (BLEM),"$38,295.36"
252,"Public Services, Traffic and Road Operations",Materials and Supplies,302 - INCOME TAX - INFRASTRUCTURE,"$4,800.00"
252,"Public Services, Traffic and Road Operations",Materials and Supplies,306 - MUNICIPAL MOTOR VEHICLE LICENSE TAX,"$2,270.20"
252,"Public Services, Traffic and Road Operations",Materials and Supplies,302 - INCOME TAX - INFRASTRUCTURE,"$3,514.43"
252,"Public Services, Traffic and Road Operations",Materials and Supplies,"301 - STREET CONSTRUCTION, MAINTENANCE AND REPAIR","$2,703.00"
252,"Public Services, Traffic and Road Operations",Materials and Supplies,306 - MUNICIPAL MOTOR VEHICLE LICENSE TAX,"$18,952.59"
252,"Public Services, Traffic and Road Operations",Materials and Supplies,"301 - STREET CONSTRUCTION, MAINTENANCE AND REPAIR","$2,815.38"
252,"Public Services, Traffic and Road Operations",Materials and Supplies,"301 - STREET CONSTRUCTION, MAINTENANCE AND REPAIR","$6,164.76"
252,"Public Services, Traffic and Road Operations",Contractual Services,050 - GENERAL FUND,"$21,926.64"
252,"Public Services, Traffic and Road Operations",Contractual Services,302 - INCOME TAX - INFRASTRUCTURE,"-$20,023.93"
252,"Public Services, Traffic and Road Operations",Contractual Services,"301 - STREET CONSTRUCTION, MAINTENANCE AND REPAIR","$5,216.56"
252,"Public Services, Traffic and Road Operations",Payroll,"301 - STREET CONSTRUCTION, MAINTENANCE AND REPAIR","$9,797.09"
252,"Public Services, Traffic and Road Operations",Payroll,"301 - STREET CONSTRUCTION, MAINTENANCE AND REPAIR","$53,988.92"
252,"Public Services, Traffic and Road Operations",Payroll,"301 - STREET CONSTRUCTION, MAINTENANCE AND REPAIR","$6,226.03"
252,"Public Services, Traffic and Road Operations",Payroll,"301 - STREET CONSTRUCTION, MAINTENANCE AND REPAIR","$9,765.82"
252,"Public Services, Traffic and Road Operations",Payroll,302 - INCOME TAX - INFRASTRUCTURE,"$4,517.93"
252,"Public Services, Traffic and Road Operations",Payroll,302 - INCOME TAX - INFRASTRUCTURE,"$24,806.53"
253,"Public Services, Neighborhood Operations",Fringe Benefits,050 - GENERAL FUND,"$35,572.50"
253,"Public Services, Neighborhood Operations",Materials and Supplies,050 - GENERAL FUND,"$2,163.59"
253,"Public Services, Neighborhood Operations",Materials and Supplies,050 - GENERAL FUND,"$435,901.88"
253,"Public Services, Neighborhood Operations",Contractual Services,050 - GENERAL FUND,"$61,801.68"
253,"Public Services, Neighborhood Operations",Contractual Services,107 - STORMWATER MANAGEMENT,"$10,895.77"
253,"Public Services, Neighborhood Operations",Contractual Services,"301 - STREET CONSTRUCTION, MAINTENANCE AND REPAIR","$45,664.05"
253,"Public Services, Neighborhood Operations",Payroll,"301 - STREET CONSTRUCTION, MAINTENANCE AND REPAIR","$8,100.42"
253,"Public Services, Neighborhood Operations",Payroll,050 - GENERAL FUND,"$25,422.73"
253,"Public Services, Neighborhood Operations",Payroll,"301 - STREET CONSTRUCTION, MAINTENANCE AND REPAIR","$15,261.39"
255,"Public Services, Facilities Management",Capital,304 - Community Development BLOCK GRANT,"$165,637.90"
255,"Public Services, Facilities Management",Capital,980 - CAPITAL PROJECTS,"$214,897.93"
255,"Public Services, Facilities Management",Capital,980 - CAPITAL PROJECTS,"$162,296.59"
255,"Public Services, Facilities Management",Fixed Costs,050 - GENERAL FUND,"$311,105.00"
255,"Public Services, Facilities Management",Materials and Supplies,302 - INCOME TAX - INFRASTRUCTURE,"-$25,412.43"
255,"Public Services, Facilities Management",Materials and Supplies,302 - INCOME TAX - INFRASTRUCTURE,"$7,226.74"
255,"Public Services, Facilities Management",Contractual Services,050 - GENERAL FUND,"$68,599.40"
255,"Public Services, Facilities Management",Contractual Services,050 - GENERAL FUND,"$18,229.67"
255,"Public Services, Facilities Management",Contractual Services,302 - INCOME TAX - INFRASTRUCTURE,"$5,643.25"
255,"Public Services, Facilities Management",Payroll,302 - INCOME TAX - INFRASTRUCTURE,"$8,097.87"
255,"Public Services, Facilities Management",Payroll,050 - GENERAL FUND,"$2,916.59"
255,"Public Services, Facilities Management",Payroll,302 - INCOME TAX - INFRASTRUCTURE,"$36,087.90"
256,"Public Services, Fleet Services",Fringe Benefits,202 - FLEET SERVICES,"$20,890.00"
256,"Public Services, Fleet Services",Fringe Benefits,202 - FLEET SERVICES,"$439,055.38"
256,"Public Services, Fleet Services",Materials and Supplies,202 - FLEET SERVICES,"$4,611.42"
256,"Public Services, Fleet Services",Materials and Supplies,202 - FLEET SERVICES,"$4,626.10"
256,"Public Services, Fleet Services",Materials and Supplies,202 - FLEET SERVICES,"$2,419.72"
256,"Public Services, Fleet Services",Materials and Supplies,202 - FLEET SERVICES,"$11,915.89"
256,"Public Services, Fleet Services",Materials and Supplies,202 - FLEET SERVICES,"$18,693.67"
256,"Public Services, Fleet Services",Materials and Supplies,202 - FLEET SERVICES,"$2,256.16"
256,"Public Services, Fleet Services",Contractual Services,202 - FLEET SERVICES,"$9,126.95"
256,"Public Services, Fleet Services",Contractual Services,202 - FLEET SERVICES,"$2,735.00"
256,"Public Services, Fleet Services",Contractual Services,202 - FLEET SERVICES,"$32,911.60"
256,"Public Services, Fleet Services",Contractual Services,202 - FLEET SERVICES,"$11,588.40"
256,"Public Services, Fleet Services",Payroll,202 - FLEET SERVICES,"$11,187.05"
256,"Public Services, Fleet Services",Payroll,202 - FLEET SERVICES,"$72,150.01"
256,"Public Services, Fleet Services",Payroll,202 - FLEET SERVICES,"$35,272.30"
261,"Health, Commissioner",Capital,980 - CAPITAL PROJECTS,"$15,827.03"
261,"Health, Commissioner",Capital,980 - CAPITAL PROJECTS,"$41,743.58"
261,"Health, Commissioner",Fixed Costs,050 - GENERAL FUND,"$2,700.00"
261,"Health, Commissioner",Materials and Supplies,350 - PUBLIC HEALTH RESEARCH,"$3,110.96"
261,"Health, Commissioner",Materials and Supplies,350 - PUBLIC HEALTH RESEARCH,"$2,919.00"
261,"Health, Commissioner",Contractual Services,050 - GENERAL FUND,"$4,097.28"
261,"Health, Commissioner",Payroll,350 - PUBLIC HEALTH RESEARCH,"$5,290.17"
261,"Health, Commissioner",Payroll,350 - PUBLIC HEALTH RESEARCH,"$3,784.48"
262,"Health, Technical Resources",Fringe Benefits,050 - GENERAL FUND,"$153,776.48"
262,"Health, Technical Resources",Fixed Costs,050 - GENERAL FUND,"$4,190.80"
262,"Health, Technical Resources",Materials and Supplies,050 - GENERAL FUND,"$2,548.80"
262,"Health, Technical Resources",Materials and Supplies,050 - GENERAL FUND,"$2,489.00"
262,"Health, Technical Resources",Contractual Services,050 - GENERAL FUND,"$5,861.95"
262,"Health, Technical Resources",Contractual Services,050 - GENERAL FUND,"$2,855.53"
262,"Health, Technical Resources",Contractual Services,050 - GENERAL FUND,"$3,081.76"
262,"Health, Technical Resources",Contractual Services,050 - GENERAL FUND,"$16,001.00"
262,"Health, Technical Resources",Contractual Services,050 - GENERAL FUND,"$6,316.76"
262,"Health, Technical Resources",Contractual Services,050 - GENERAL FUND,"$14,083.60"
262,"Health, Technical Resources",Payroll,050 - GENERAL FUND,"$22,733.49"
263,"Health, Community Health Services",Fringe Benefits,381 - CINCINNATI ABATEMENT PROJECT,"-$6,820.15"
263,"Health, Community Health Services",Fringe Benefits,050 - GENERAL FUND,"$388,712.56"
263,"Health, Community Health Services",Fringe Benefits,350 - PUBLIC HEALTH RESEARCH,"$9,040.56"
263,"Health, Community Health Services",Fringe Benefits,363 - SOLID WASTE DISPOSAL CONTROL,"$9,040.56"
263,"Health, Community Health Services",Fringe Benefits,381 - CINCINNATI ABATEMENT PROJECT,"$17,630.30"
263,"Health, Community Health Services",Fringe Benefits,363 - SOLID WASTE DISPOSAL CONTROL,"$3,579.84"
263,"Health, Community Health Services",Fringe Benefits,412 - FOOD SERVICE LICENSE FEES,"$6,935.70"
263,"Health, Community Health Services",Fringe Benefits,412 - FOOD SERVICE LICENSE FEES,"$49,930.95"
263,"Health, Community Health Services",Materials and Supplies,050 - GENERAL FUND,"$10,820.87"
263,"Health, Community Health Services",Contractual Services,050 - GENERAL FUND,"$3,921.60"
263,"Health, Community Health Services",Contractual Services,050 - GENERAL FUND,"$5,000.00"
263,"Health, Community Health Services",Contractual Services,381 - CINCINNATI ABATEMENT PROJECT,"$24,210.00"
263,"Health, Community Health Services",Contractual Services,381 - CINCINNATI ABATEMENT PROJECT,"$8,000.00"
263,"Health, Community Health Services",Contractual Services,381 - CINCINNATI ABATEMENT PROJECT,"$6,040.00"
263,"Health, Community Health Services",Contractual Services,381 - CINCINNATI ABATEMENT PROJECT,"-$127,907.44"
263,"Health, Community Health Services",Contractual Services,425 - HEART HEALTH IN HAMILTON COUNTY PROJECT,"-$6,009.92"
263,"Health, Community Health Services",Contractual Services,050 - GENERAL FUND,"$8,303.59"
263,"Health, Community Health Services",Payroll,381 - CINCINNATI ABATEMENT PROJECT,"$2,301.67"
263,"Health, Community Health Services",Payroll,380 - LEAD POISONING CONTROL,"$12,030.83"
263,"Health, Community Health Services",Payroll,420 - PUBLIC EMPLOYEE ASSISTANCE PROGRAM,"$107,574.07"
264,"Health, Primary Health Care Programs",Fringe Benefits,353 - HOME HEALTH SERVICES,"$2,044.46"
264,"Health, Primary Health Care Programs",Fringe Benefits,353 - HOME HEALTH SERVICES,"$49,031.42"
264,"Health, Primary Health Care Programs",Fringe Benefits,050 - GENERAL FUND,"$164,697.32"
264,"Health, Primary Health Care Programs",Fringe Benefits,415 - IMMUNIZATION ACTION PLAN,"$2,152.08"
264,"Health, Primary Health Care Programs",Fixed Costs,391 - WOMEN AND INFANTS FOOD GRANT PROGRAM,"$19,800.00"
264,"Health, Primary Health Care Programs",Contractual Services,391 - WOMEN AND INFANTS FOOD GRANT PROGRAM,"$20,489.50"
264,"Health, Primary Health Care Programs",Contractual Services,350 - PUBLIC HEALTH RESEARCH,"$13,100.00"
264,"Health, Primary Health Care Programs",Contractual Services,353 - HOME HEALTH SERVICES,"$10,768.84"
264,"Health, Primary Health Care Programs",Payroll,350 - PUBLIC HEALTH RESEARCH,"$3,946.70"
264,"Health, Primary Health Care Programs",Payroll,391 - WOMEN AND INFANTS FOOD GRANT PROGRAM,"$13,145.63"
264,"Health, Primary Health Care Programs",Payroll,050 - GENERAL FUND,"$41,151.97"
264,"Health, Primary Health Care Programs",Payroll,391 - WOMEN AND INFANTS FOOD GRANT PROGRAM,"$55,672.16"
265,"Health, Primary Health Care Centers",Fringe Benefits,050 - GENERAL FUND,"$16,897.65"
265,"Health, Primary Health Care Centers",Fringe Benefits,050 - GENERAL FUND,"$17,595.00"
265,"Health, Primary Health Care Centers",Fringe Benefits,418 - FEDERAL HEALTH PROGRAM INCOME,"$104,509.84"
265,"Health, Primary Health Care Centers",Fixed Costs,418 - FEDERAL HEALTH PROGRAM INCOME,"$4,094.05"
265,"Health, Primary Health Care Centers",Materials and Supplies,395 - HEALTH SERVICES,"$5,477.05"
265,"Health, Primary Health Care Centers",Materials and Supplies,418 - FEDERAL HEALTH PROGRAM INCOME,"$2,250.00"
265,"Health, Primary Health Care Centers",Materials and Supplies,350 - PUBLIC HEALTH RESEARCH,"$83,604.64"
265,"Health, Primary Health Care Centers",Materials and Supplies,418 - FEDERAL HEALTH PROGRAM INCOME,"-$50,256.77"
265,"Health, Primary Health Care Centers",Materials and Supplies,050 - GENERAL FUND,"$2,695.06"
265,"Health, Primary Health Care Centers",Materials and Supplies,418 - FEDERAL HEALTH PROGRAM INCOME,"$2,250.00"
265,"Health, Primary Health Care Centers",Contractual Services,050 - GENERAL FUND,"$9,185.31"
265,"Health, Primary Health Care Centers",Contractual Services,418 - FEDERAL HEALTH PROGRAM INCOME,"$2,788.50"
265,"Health, Primary Health Care Centers",Contractual Services,050 - GENERAL FUND,"$2,106.13"
265,"Health, Primary Health Care Centers",Contractual Services,050 - GENERAL FUND,"$124,044.13"
265,"Health, Primary Health Care Centers",Contractual Services,350 - PUBLIC HEALTH RESEARCH,"$8,445.90"
265,"Health, Primary Health Care Centers",Contractual Services,394 - STATE HEALTH PROGRAM INCOME,"$9,610.39"
265,"Health, Primary Health Care Centers",Contractual Services,395 - HEALTH SERVICES,"$2,599.55"
265,"Health, Primary Health Care Centers",Contractual Services,395 - HEALTH SERVICES,"$35,000.00"
265,"Health, Primary Health Care Centers",Contractual Services,418 - FEDERAL HEALTH PROGRAM INCOME,"$6,430.00"
265,"Health, Primary Health Care Centers",Contractual Services,418 - FEDERAL HEALTH PROGRAM INCOME,"$13,830.97"
265,"Health, Primary Health Care Centers",Contractual Services,350 - PUBLIC HEALTH RESEARCH,"$14,494.45"
265,"Health, Primary Health Care Centers",Contractual Services,418 - FEDERAL HEALTH PROGRAM INCOME,"$13,933.42"
265,"Health, Primary Health Care Centers",Contractual Services,395 - HEALTH SERVICES,"$10,890.00"
265,"Health, Primary Health Care Centers",Contractual Services,395 - HEALTH SERVICES,"$23,625.00"
265,"Health, Primary Health Care Centers",Contractual Services,418 - FEDERAL HEALTH PROGRAM INCOME,"$26,850.00"
265,"Health, Primary Health Care Centers",Contractual Services,350 - PUBLIC HEALTH RESEARCH,"$2,917.56"
265,"Health, Primary Health Care Centers",Contractual Services,350 - PUBLIC HEALTH RESEARCH,"-$2,022.08"
265,"Health, Primary Health Care Centers",Contractual Services,395 - HEALTH SERVICES,"$16,893.03"
265,"Health, Primary Health Care Centers",Payroll,050 - GENERAL FUND,"-$10,008.98"
